id,name,count
10049,DEVERA,197
10050,DEVEROVÁ,225
10051,DEYL,67
10052,DEYLOVÁ,72
10053,DEZORT,134
10054,DEZORTOVÁ,145
10055,DEZSÖ,11
10056,DÉDUCH,11
10057,DÉDUCHOVÁ,16
10058,DÉKÁNY,16
10059,DÉREROVÁ,13
10060,DĚBNÁR,10
10061,DĚCKÁ,132
10062,DĚCKULÁČEK,42
10063,DĚCKULÁČKOVÁ,40
10064,DĚCKÝ,130
10065,DĚČEK,25
10066,DĚČKOVÁ,25
10067,DĚD,118
10068,DĚDA,12
10069,DĚDÁČEK,11
10070,DĚDÁK,20
10071,DĚDÁKOVÁ,19
10072,DĚDEČEK,208
10073,DĚDEČKOVÁ,219
10074,DĚDEK,850
10075,DĚDIC,79
10076,DĚDICOVÁ,86
10077,DĚDIČ,579
10078,DĚDIČÍK,26
10079,DĚDIČÍKOVÁ,25
10080,DĚDIČOVÁ,565
10081,DĚDINA,184
10082,DĚDINOVÁ,176
10083,DĚDÍK,22
10084,DĚDÍKOVÁ,24
10085,DĚDKOVÁ,834
10086,DĚDOCH,45
10087,DĚDOCHOVÁ,37
10088,DĚDOUCH,25
10089,DĚDOUCHOVÁ,19
10090,DĚDOUREK,60
10091,DĚDOURKOVÁ,73
10092,DĚDOVÁ,134
10093,DĚKAN,137
10094,DĚKANÍKOVÁ,11
10095,DĚKANOVÁ,144
10096,DĚKANOVSKÁ,72
10097,DĚKANOVSKÝ,70
10098,DĚNGE,10
10099,DĚNGLOVÁ,13
10100,DĚRDA,52
10101,DĚRDOVÁ,49
10102,DĚRGEL,59
10103,DĚRGELOVÁ,29
10104,DĚRGLOVÁ,34
10105,DĚTÁK,20
10106,DĚTÁKOVÁ,23
10107,DĚTINSKÁ,16
10108,DĚTINSKÝ,13
10109,DĚTKA,16
10110,DĚTKOVÁ,13
10111,DĚTSKÁ,35
10112,DĚTSKÝ,28
10113,DĚŽINSKÁ,15
10114,DĚŽINSKÝ,15
10115,DI-GIUSTO,21
10116,DI-GIUSTOVÁ,20
10117,DIA,10
10118,DIALLO,40
10119,DIAMANT,22
10120,DIAMANTOVÁ,25
10121,DIAN,73
10122,DIANOVÁ,82
10123,DIART,32
10124,DIARTOVÁ,34
10125,DIAS,120
10126,DIASOVÁ,103
10127,DIATEL,10
10128,DIATKA,58
10129,DIATKOVÁ,69
10130,DIAZ,18
10131,DIAZOVÁ,12
10132,DIB,10
10133,DIBALA,28
10134,DIBALOVÁ,29
10135,DIBDIAK,15
10136,DIBDIAKOVÁ,12
10137,DIBĎÁK,59
10138,DIBĎÁKOVÁ,64
10139,DIBELKA,157
10140,DIBELKOVÁ,157
10141,DIBITANZL,16
10142,DIBITANZLOVÁ,15
10143,DIBLÍČEK,35
10144,DIBLÍČKOVÁ,38
10145,DIBLÍK,363
10146,DIBLÍKOVÁ,365
10147,DIBONOVÁ,10
10148,DIBOVÁ,11
10149,DICK,46
10150,DICKOVÁ,50
10151,DICKSON,10
10152,DICKÝ,10
10153,DICOVÁ,12
10154,DIČE,12
10155,DIČKO,28
10156,DIČKOVÁ,23
10157,DIČOVÁ,11
10158,DIDEK,28
10159,DIDEKOVÁ,17
10160,DIDI,123
10161,DIDIOVÁ,94
10162,DIDKOVÁ,12
10163,DIDO,32
10164,DIDOVÁ,45
10165,DIDUNYK,11
10166,DIDUNYKOVÁ,10
10167,DIDYK,13
10168,DIDYKOVÁ,18
10169,DIEHEL,11
10170,DIENELT,42
10171,DIENELTOVÁ,45
10172,DIENER,26
10173,DIENEROVÁ,15
10174,DIENES,10
10175,DIENSTBIER,60
10176,DIENSTBIEROVÁ,64
10177,DIENSTL,10
10178,DIENSTPIER,11
10179,DIEPOLD,57
10180,DIEPOLDOVÁ,71
10181,DIEPOLT,14
10182,DIEPOLTOVÁ,24
10183,DIERZÉ,12
10184,DIESL,25
10185,DIESLOVÁ,23
10186,DIESSNER,27
10187,DIESSNEROVÁ,33
10188,DIETL,63
10189,DIETLOVÁ,66
10190,DIETRICH,58
10191,DIETRICHOVÁ,55
10192,DIETZ,29
10193,DIETZOVÁ,29
10194,DIFFERENC,10
10195,DIFKO,18
10196,DIFKOVÁ,16
10197,DIGA,31
10198,DIGOŇ,10
10199,DIGOVÁ,37
10200,DIGRIN,22
10201,DIGRINOVÁ,21
10202,DIHEL,93
10203,DIHELOVÁ,15
10204,DIHLOVÁ,83
10205,DICHTL,10
10206,DICHTLOVÁ,13
10207,DIKAN,17
10208,DIKANOVÁ,15
10209,DIKORAS,14
10210,DIKOVSKÁ,14
10211,DIKOVSKÝ,16
10212,DIKUNOVÁ,10
10213,DIKYOVÁ,10
10214,DILHOFOVÁ,18
10215,DILLINGER,13
10216,DILLINGEROVÁ,14
10217,DIMA,11
10218,DIMIDĚNKO,18
10219,DIMIDĚNKOVÁ,20
10220,DIMITRIADIS,10
10221,DIMITRIU,14
10222,DIMITROV,203
10223,DIMITROVA,49
10224,DIMITROVÁ,12
10225,DIMITROVOVÁ,151
10226,DIML,15
10227,DIMLOVÁ,20
10228,DIMMER,41
10229,DIMMEROVÁ,44
10230,DIMO,18
10231,DIMOV,19
10232,DIMOVÁ,26
10233,DIMOVOVÁ,10
10234,DIMTEROVÁ,10
10235,DIMUN,14
10236,DIMUNOVÁ,11
10237,DINDA,31
10238,DINDOVÁ,34
10239,DINEBIEROVÁ,10
10240,DINELLI,11
10241,DINGA,48
10242,DINGOVÁ,55
10243,DINH,103
10244,DINHOVÁ,70
10245,DINIČ,19
10246,DINIČOVÁ,19
10247,DINKA,20
10248,DINKO,28
10249,DINKOVÁ,44
10250,DINNEBIER,17
10251,DINNEBIEROVÁ,13
10252,DINTAROVÁ,10
10253,DINTER,35
10254,DINTEROVÁ,24
10255,DINUŠOVÁ,16
10256,DINŽÍKOVÁ,12
10257,DIŇA,34
10258,DIŇOVÁ,51
10259,DIO,13
10260,DIOP,12
10261,DIOPAN,21
10262,DIOPANOVÁ,25
10263,DIOSZEGI,27
10264,DIOSZEGIOVÁ,12
10265,DIPOLDOVÁ,13
10266,DIRBÁK,79
10267,DIRBÁKOVÁ,78
10268,DIRDA,356
10269,DIRDOVÁ,389
10270,DIRGAS,19
10271,DIRGASOVÁ,20
10272,DIRINGER,22
10273,DIRINGEROVÁ,25
10274,DIRNOVÁ,17
10275,DIRO,117
10276,DIROVÁ,119
10277,DIRR,16
10278,DIRROVÁ,21
10279,DISCHINGER,13
10280,DISCHINGEROVÁ,10
10281,DISMAN,15
10282,DISMANOVÁ,12
10283,DISTLER,13
10284,DISTLEROVÁ,16
10285,DISTLOVÁ,18
10286,DITMAR,32
10287,DITMAROVÁ,35
10288,DITRICH,186
10289,DITRICHOVÁ,193
10290,DITRYCH,41
10291,DITRYCHOVÁ,35
10292,DITTEL,13
10293,DITTELOVÁ,10
10294,DITTER,14
10295,DITTEROVÁ,14
10296,DITTERT,18
10297,DITTERTOVÁ,19
10298,DITTLOVÁ,13
10299,DITTMANN,29
10300,DITTMANNOVÁ,30
10301,DITTMAR,18
10302,DITTMAROVÁ,15
10303,DITTMER,18
10304,DITTMEROVÁ,23
10305,DITTRICH,760
10306,DITTRICHOVÁ,772
10307,DITTRYCH,16
10308,DITTRYCHOVÁ,20
10309,DITZ,18
10310,DITZOVÁ,18
10311,DIVÁCKÁ,204
10312,DIVÁCKÝ,190
10313,DIVÁK,12
10314,DIVÁKOVÁ,14
10315,DIVECKÁ,72
10316,DIVECKÝ,72
10317,DIVIAK,23
10318,DIVIAKOVÁ,23
10319,DIVILA,108
10320,DIVILEK,15
10321,DIVILKOVÁ,18
10322,DIVILOVÁ,127
10323,DIVIN,12
10324,DIVINA,52
10325,DIVINCOVÁ,12
10326,DIVINOVÁ,73
10327,DIVIŠ,2255
10328,DIVIŠEK,47
10329,DIVIŠKOVÁ,58
10330,DIVIŠOVÁ,2273
10331,DIVIŠOVSKÁ,16
10332,DIVIŠOVSKÝ,18
10333,DIVÍLEK,29
10334,DIVÍLKOVÁ,18
10335,DIVÍN,164
10336,DIVÍNOVÁ,163
10337,DIVÍŠEK,255
10338,DIVÍŠKOVÁ,264
10339,DIVOK,15
10340,DIVOKA,21
10341,DIVOKÁ,199
10342,DIVOKOVÁ,35
10343,DIVOKÝ,195
10344,DIVOŠ,28
10345,DIVOŠOVÁ,18
10346,DIX,26
10347,DIXON,18
10348,DIXOVÁ,25
10349,DÍAZ,13
10350,DÍFKO,19
10351,DÍFKOVÁ,24
10352,DÍK,21
10353,DÍKOVÁ,26
10354,DÍREROVÁ,16
10355,DÍTĚ,379
10356,DÍTĚTOVÁ,359
10357,DÍTKO,38
10358,DÍTKOVÁ,31
10359,DJAKOV,10
10360,DLAB,60
10361,DLABAČ,196
10362,DLABAČOVÁ,224
10363,DLABAJA,226
10364,DLABAJOVÁ,220
10365,DLABAL,180
10366,DLABALOVÁ,160
10367,DLABÁČEK,26
10368,DLABÁČKOVÁ,21
10369,DLABKA,48
10370,DLABKOVÁ,49
10371,DLABOLA,163
10372,DLABOLOVÁ,167
10373,DLABOVÁ,68
10374,DLAPA,104
10375,DLAPAL,19
10376,DLAPALOVÁ,26
10377,DLAPKA,27
10378,DLAPKOVÁ,27
10379,DLAPOVÁ,92
10380,DLASEK,13
10381,DLASK,343
10382,DLASKOVÁ,358
10383,DLÁBEK,37
10384,DLÁBKOVÁ,29
10385,DLESEK,19
10386,DLESK,182
10387,DLESKOVÁ,200
10388,DLEŠTÍK,18
10389,DLEŠTÍKOVÁ,17
10390,DLHÁ,20
10391,DLHOPOLČEK,21
10392,DLHOPOLČEKOVÁ,14
10393,DLHÝ,23
10394,DLOBÍK,10
10395,DLOHOŠ,10
10396,DLOHOŠOVÁ,12
10397,DLOUHÁ,3004
10398,DLOUHÝ,2787
10399,DLUBAL,26
10400,DLUBALOVÁ,19
10401,DLUGOŠ,123
10402,DLUGOŠOVÁ,108
10403,DLUHÁ,46
10404,DLUHOSCHOVÁ,10
10405,DLUHOŠ,391
10406,DLUHOŠOVÁ,386
10407,DLUHÝ,36
10408,DMEJCHAL,19
10409,DMEJCHALOVÁ,18
10410,DMITRIJEV,12
10411,DNEBOSKÁ,34
10412,DNEBOSKÝ,24
10413,DO,241
10414,DOAN,79
10415,DOANOVÁ,58
10416,DOBAI,28
10417,DOBAIOVÁ,30
10418,DOBAL,19
10419,DOBALOVÁ,22
10420,DOBDA,10
10421,DOBEČKA,27
10422,DOBEČKOVÁ,28
10423,DOBENOVÁ,10
10424,DOBEŠ,1924
10425,DOBEŠEK,22
10426,DOBEŠKOVÁ,17
10427,DOBEŠOVÁ,2016
10428,DOBIAŠ,30
10429,DOBIAŠOVÁ,29
10430,DOBIÁŠ,1243
10431,DOBIÁŠEK,28
10432,DOBIÁŠKOVÁ,23
10433,DOBIÁŠOVÁ,1289
10434,DOBIÁŠOVSKÁ,38
10435,DOBIÁŠOVSKÝ,35
10436,DOBISÍK,12
10437,DOBISÍKOVÁ,13
10438,DOBIŠ,33
10439,DOBIŠAR,10
10440,DOBIŠAROVÁ,13
10441,DOBIŠOVÁ,48
10442,DOBÍHAL,29
10443,DOBÍHALOVÁ,33
10444,DOBÍŠEK,30
10445,DOBÍŠKOVÁ,29
10446,DOBNER,36
10447,DOBNEROVÁ,43
10448,DOBOSZ,33
10449,DOBOSZOVÁ,31
10450,DOBOŠ,160
10451,DOBOŠOVÁ,151
10452,DOBR,18
10453,DOBRA,12
10454,DOBRANSKÁ,22
10455,DOBRANSKÝ,18
10456,DOBRÁ,572
10457,DOBREV,38
10458,DOBREVOVÁ,40
10459,DOBRÍK,10
10460,DOBRÍKOVÁ,11
10461,DOBRKOVSKÁ,48
10462,DOBRKOVSKÝ,48
10463,DOBROCKÁ,21
10464,DOBROCKÝ,24
10465,DOBROCSÁNYI,13
10466,DOBROCSÁNYIOVÁ,11
10467,DOBRODINEC,13
10468,DOBRODINSKÁ,26
10469,DOBRODINSKÝ,32
10470,DOBROHRUŠKA,14
10471,DOBROHRUŠKOVÁ,17
10472,DOBROŇ,20
10473,DOBROŇOVÁ,20
10474,DOBROSLÁVKOVÁ,11
10475,DOBROTA,15
10476,DOBROTKA,38
10477,DOBROTKOVÁ,40
10478,DOBROTOVÁ,19
10479,DOBROUCKÁ,32
10480,DOBROUCKÝ,35
10481,DOBROVÁ,33
10482,DOBROVIČ,47
10483,DOBROVIČOVÁ,45
10484,DOBROVODOVÁ,16
10485,DOBROVODSKÁ,148
10486,DOBROVODSKÝ,144
10487,DOBROVOLNÁ,1157
10488,DOBROVOLNÝ,1116
10489,DOBROVOLSKÁ,49
10490,DOBROVOLSKÝ,40
10491,DOBROVSKÁ,137
10492,DOBROVSKÝ,122
10493,DOBROZEMSKÁ,99
10494,DOBROZEMSKÝ,85
10495,DOBRUSKÁ,143
10496,DOBRUSKÝ,134
10497,DOBRUŠ,19
10498,DOBRUŠOVÁ,16
10499,DOBRUŽSKÁ,16
10500,DOBRÝ,525
10501,DOBŘANSKÁ,97
10502,DOBŘANSKÝ,106
10503,DOBŘECKÁ,33
10504,DOBŘECKÝ,28
10505,DOBŘEMYSL,36
10506,DOBŘEMYSLOVÁ,36
10507,DOBŘENSKÁ,23
10508,DOBŘENSKÝ,19
10509,DOBŘICKÁ,46
10510,DOBŘICKÝ,42
10511,DOBŘICHOVSKÁ,74
10512,DOBŘICHOVSKÝ,64
10513,DOBSA,12
10514,DOBSOVÁ,13
10515,DOBŠ,37
10516,DOBŠA,11
10517,DOBŠÁK,30
10518,DOBŠÁKOVÁ,31
10519,DOBŠINSKÁ,10
10520,DOBŠINSKÝ,15
10521,DOBŠÍČEK,79
10522,DOBŠÍČKOVÁ,72
10523,DOBŠÍK,81
10524,DOBŠÍKOVÁ,77
10525,DOBŠOVÁ,76
10526,DOBŠOVIČ,28
10527,DOBŠOVIČOVÁ,24
10528,DOBUŠ,11
10529,DOBUŠOVÁ,13
10530,DOBÝVAL,14
10531,DOBÝVALOVÁ,12
10532,DOČÁR,18
10533,DOČÁROVÁ,16
10534,DOČEK,20
10535,DOČEKAL,1221
10536,DOČEKALOVÁ,1275
10537,DOČIAR,10
10538,DOČKAL,1636
10539,DOČKALÍK,42
10540,DOČKALÍKOVÁ,43
10541,DOČKALOVÁ,1680
10542,DOČKÁLEK,71
10543,DOČKÁLKOVÁ,67
10544,DOČKOVÁ,25
10545,DODA,10
10546,DODÁVKA,11
10547,DODEK,65
10548,DODEKOVÁ,23
10549,DODKOVÁ,34
10550,DODOK,14
10551,DODOKOVÁ,11
10552,DOFEK,217
10553,DOFFEK,69
10554,DOFFKOVÁ,83
10555,DOFKA,20
10556,DOFKOVÁ,265
10557,DOGAN,16
10558,DOGNER,13
10559,DOGNEROVÁ,10
10560,DOHA,17
10561,DOHALSKÁ,25
10562,DOHALSKÝ,32
10563,DOHANIČ,22
10564,DOHANIČOVÁ,29
10565,DOHÁNYOS,16
10566,DOHÁNYOSOVÁ,17
10567,DOHELSKÁ,33
10568,DOHELSKÝ,28
10569,DOHN,12
10570,DOHNAL,2840
10571,DOHNALÍK,67
10572,DOHNALÍKOVÁ,68
10573,DOHNALOVÁ,2874
10574,DOHNANSKÁ,33
10575,DOHNANSKÝ,40
10576,DOHNÁLEK,444
10577,DOHNÁLKOVÁ,410
10578,DOHNOVÁ,12
10579,DOHŇANSKÁ,10
10580,DOHŇANSKÝ,10
10581,DOHODIL,17
10582,DOHODILOVÁ,21
10583,DOHOVÁ,24
10584,DOJAVA,17
10585,DOJAVOVÁ,12
10586,DOJÁČEK,34
10587,DOJÁČKOVÁ,26
10588,DOJČAR,53
10589,DOJČAROVÁ,51
10590,DOJČÁK,10
10591,DOJČÁKOVÁ,11
10592,DOJČÁN,13
10593,DOJČÁNOVÁ,15
10594,DOJČÁR,10
10595,DOJČINOVIČ,17
10596,DOJIVA,25
10597,DOJIVOVÁ,11
10598,DOKLÁDAL,128
10599,DOKLÁDALOVÁ,129
10600,DOKONAL,43
10601,DOKONALOVÁ,43
10602,DOKOUPIL,1087
10603,DOKOUPILOVÁ,1139
10604,DOKSANSKÁ,211
10605,DOKSANSKÝ,188
10606,DOKTOR,152
10607,DOKTOROVÁ,162
10608,DOKULIL,353
10609,DOKULILOVÁ,376
10610,DOLAN,83
10611,DOLANA,33
10612,DOLANOVÁ,132
10613,DOLANSKÁ,665
10614,DOLANSKÝ,610
10615,DOLÁK,615
10616,DOLÁKOVÁ,610
10617,DOLBA,21
10618,DOLBOVÁ,15
10619,DOLEČEK,792
10620,DOLEČKOVÁ,798
10621,DOLEJSKÁ,49
10622,DOLEJSKÝ,40
10623,DOLEJŠ,1421
10624,DOLEJŠEK,69
10625,DOLEJŠÍ,2184
10626,DOLEJŠKA,69
10627,DOLEJŠKOVÁ,138
10628,DOLEJŠOVÁ,1465
10629,DOLEK,27
10630,DOLENSKÁ,314
10631,DOLENSKÝ,266
10632,DOLEŽAL,8790
10633,DOLEŽALÍK,24
10634,DOLEŽALÍKOVÁ,19
10635,DOLEŽALOVÁ,9082
10636,DOLEŽÁLEK,242
10637,DOLEŽÁLKOVÁ,244
10638,DOLEŽÁN,32
10639,DOLEŽÁNOVÁ,33
10640,DOLEŽEL,2277
10641,DOLEŽELOVÁ,2362
10642,DOLEŽIL,46
10643,DOLEŽILOVÁ,55
10644,DOLEŽÍ,79
10645,DOLEŽÍLEK,40
10646,DOLEŽÍLKOVÁ,36
10647,DOLEŽY,11
10648,DOLÉNEK,31
10649,DOLÉNKOVÁ,47
10650,DOLHÁ,31
10651,DOLHÝ,35
10652,DOLINA,82
10653,DOLINAY,10
10654,DOLINEK,32
10655,DOLINKOVÁ,36
10656,DOLINOVÁ,103
10657,DOLINSKÁ,63
10658,DOLINSKÝ,49
10659,DOLISTA,22
10660,DOLISTOVÁ,30
10661,DOLÍHAL,99
10662,DOLÍHALOVÁ,98
10663,DOLÍNEK,98
10664,DOLÍNKOVÁ,93
10665,DOLÍŠKA,15
10666,DOLÍŠKOVÁ,12
10667,DOLÍVKA,39
10668,DOLÍVKOVÁ,48
10669,DOLKOVÁ,31
10670,DOLNÁ,22
10671,DOLNÍ,31
10672,DOLNÍČEK,213
10673,DOLNÍČKOVÁ,206
10674,DOLNÍK,95
10675,DOLNÍKOVÁ,94
10676,DOLNÝ,28
10677,DOLOG,10
10678,DOLOGA,14
10679,DOLOGOVÁ,18
10680,DOLOŽÍLEK,32
10681,DOLOŽÍLKOVÁ,24
10682,DOLSKÁ,42
10683,DOLSKÝ,43
10684,DOMABYL,29
10685,DOMABYLOVÁ,26
10686,DOMALÍP,36
10687,DOMALÍPOVÁ,41
10688,DOMAN,11
10689,DOMANICKÁ,27
10690,DOMANICKÝ,30
10691,DOMANÍK,11
10692,DOMANJA,12
10693,DOMANJOVÁ,15
10694,DOMANOVÁ,10
10695,DOMANSKÁ,283
10696,DOMANSKÝ,241
10697,DOMAS,31
10698,DOMASOVÁ,38
10699,DOMASTA,13
10700,DOMASTOVÁ,13
10701,DOMAŽLICKÁ,14
10702,DOMAŽLICKÝ,13
10703,DOMÁCÍ,36
10704,DOMÁČEK,12
10705,DOMÁČKOVÁ,17
10706,DOMÁNEK,31
10707,DOMÁNKOVÁ,29
10708,DOMÁŇ,27
10709,DOMÁŇOVÁ,30
10710,DOMBAI,27
10711,DOMBAIOVÁ,33
10712,DOMBAJ,12
10713,DOMBEK,75
10714,DOMBEKOVÁ,14
10715,DOMBI,30
10716,DOMBIOVÁ,14
10717,DOMBKOVÁ,55
10718,DOMBROVSKÁ,90
10719,DOMBROVSKÝ,75
10720,DOMČÍK,13
10721,DOMČÍKOVÁ,18
10722,DOMECKÁ,50
10723,DOMECKÝ,46
10724,DOMEK,15
10725,DOMENÝ,11
10726,DOMES,219
10727,DOMESOVÁ,218
10728,DOMIÁN,11
10729,DOMIN,208
10730,DOMINCOVÁ,28
10731,DOMINEC,35
10732,DOMINGUEZ,14
10733,DOMINGUEZOVÁ,10
10734,DOMINIK,230
10735,DOMINIKOVÁ,235
10736,DOMINÍKOVÁ,10
10737,DOMINOVÁ,199
10738,DOMITER,24
10739,DOMITEROVÁ,24
10740,DOMITRA,24
10741,DOMITROVÁ,19
10742,DOMÍN,100
10743,DOMÍNOVÁ,104
10744,DOMKÁŘ,90
10745,DOMKÁŘOVÁ,101
10746,DOMKOVÁ,11
10747,DOMLÁTIL,26
10748,DOMLÁTILOVÁ,24
10749,DOMLUVILOVÁ,12
10750,DOMNOSIL,20
10751,DOMNOSILOVÁ,21
10752,DOMONKOS,17
10753,DOMONKOSOVÁ,21
10754,DOMONKOŠ,11
10755,DOMONKOŠOVÁ,12
10756,DOMORÁD,34
10757,DOMORÁDOVÁ,27
10758,DOMORÁKOVÁ,10
10759,DOMORÁZEK,13
10760,DOMORÁZKOVÁ,14
10761,DOMSKÁ,27
10762,DOMSKÝ,23
10763,DOMŠA,17
10764,DOMŠOVÁ,13
10765,DONA,26
10766,DONAL,10
10767,DONALOVÁ,11
10768,DONATH,13
10769,DONATHOVÁ,11
10770,DONAŤÁKOVÁ,12
10771,DONÁT,534
10772,DONÁTEK,31
10773,DONÁTH,19
10774,DONÁTHOVÁ,16
10775,DONÁTKOVÁ,40
10776,DONÁTOVÁ,528
10777,DONČENKO,11
10778,DONČUK,13
10779,DONČUKOVÁ,14
10780,DONDA,90
10781,DONDOVÁ,91
10782,DONEV,10
10783,DONÉ,39
10784,DONÉE,23
10785,DONÉEOVÁ,12
10786,DONÉOVÁ,23
10787,DONĚK,24
10788,DONGOVÁ,13
10789,DONGRES,49
10790,DONGRESOVÁ,53
10791,DONIČOVÁ,13
10792,DONIECOVÁ,12
10793,DONINI,13
10794,DONNEBERGER,12
10795,DONNER,24
10796,DONNEROVÁ,30
10797,DONNÉ,47
10798,DONO,19
10799,DONOCIK,24
10800,DONOCIKOVÁ,17
10801,DONOVAL,90
10802,DONOVALOVÁ,95
10803,DONOVÁ,30
10804,DONT,46
10805,DONTH,27
10806,DONTHOVÁ,22
10807,DONTOVÁ,68
10808,DONUTIL,13
10809,DONUTILOVÁ,10
10810,DOŇKOVÁ,20
10811,DOOVÁ,67
10812,DOPATER,11
10813,DOPIRÁK,28
10814,DOPIRÁKOVÁ,18
10815,DOPITA,504
10816,DOPITOVÁ,574
10817,DORA,11
10818,DORAZIL,315
10819,DORAZILOVÁ,325
10820,DORAZIN,13
10821,DORAZINOVÁ,15
10822,DORAZÍN,20
10823,DORAZÍNOVÁ,22
10824,DORÁŽKA,21
10825,DORÁŽKOVÁ,21
10826,DORČÁK,31
10827,DORČÁKOVÁ,37
10828,DORDA,129
10829,DORDOVÁ,130
10830,DOREN,10
10831,DORENOVÁ,10
10832,DORICA,20
10833,DORICOVÁ,19
10834,DORIČÁK,23
10835,DORIČÁKOVÁ,23
10836,DORKO,22
10837,DORKOVÁ,11
10838,DORN,36
10839,DORNA,26
10840,DORNAI,11
10841,DORNAIOVÁ,17
10842,DORNEAN,13
10843,DORNEANOVÁ,11
10844,DORNICA,24
10845,DORNICOVÁ,20
10846,DORNIČÁK,64
10847,DORNIČÁKOVÁ,63
10848,DORNÍK,19
10849,DORNÍKOVÁ,19
10850,DORNOVÁ,67
10851,DORŇÁK,344
10852,DORŇÁKOVÁ,346
10853,DOROCIAK,54
10854,DOROCIAKOVÁ,47
10855,DOROCIÁK,15
10856,DOROCIÁKOVÁ,11
10857,DOROCKÁ,10
10858,DOROŠENKO,10
10859,DOROTÍK,165
10860,DOROTÍKOVÁ,196
10861,DOROTKA,20
10862,DOROTKOVÁ,14
10863,DOROTOVIČ,20
10864,DOROTOVIČOVÁ,16
10865,DOROVÁ,22
10866,DOROVÍNOVÁ,13
10867,DORSCHNER,18
10868,DORSCHNEROVÁ,24
10869,DORT,98
10870,DORTOVÁ,103
10871,DORUŠÁK,27
10872,DORUŠÁKOVÁ,34
10873,DORUŠINCOVÁ,23
10874,DORUŠINEC,15
10875,DORUŠKA,46
10876,DORUŠKOVÁ,56
10877,DOŘÁK,16
10878,DOŘÁKOVÁ,17
10879,DOŘIČÁK,72
10880,DOŘIČÁKOVÁ,72
10881,DOŘMANOVÁ,11
10882,DOSADIL,16
10883,DOSADILOVÁ,11
10884,DOSBABA,15
10885,DOSBABOVÁ,14
10886,DOSEDĚL,427
10887,DOSEDĚLOVÁ,394
10888,DOSEDLA,168
10889,DOSEDLOVÁ,191
10890,DOSCHKO,10
10891,DOSCHKOVÁ,10
10892,DOSKOČIL,786
10893,DOSKOČILOVÁ,767
10894,DOSKOVÁ,10
10895,DOSOUDIL,405
10896,DOSOUDILOVÁ,403
10897,DOSPĚL,177
10898,DOSPĚLOVÁ,155
10899,DOSPIVA,107
10900,DOSPIVOVÁ,115
10901,DOSPÍŠIL,69
10902,DOSPÍŠILOVÁ,71
10903,DOST,12
10904,DOSTAL,252
10905,DOSTALÍK,201
10906,DOSTALÍKOVÁ,217
10907,DOSTALOVÁ,243
10908,DOSTÁL,6315
10909,DOSTÁLEK,620
10910,DOSTÁLÍK,60
10911,DOSTÁLÍKOVÁ,72
10912,DOSTÁLKOVÁ,631
10913,DOSTÁLOVÁ,6465
10914,DOSTOUPIL,28
10915,DOSTOUPILOVÁ,31
10916,DOSTRAŠIL,76
10917,DOSTRAŠILOVÁ,79
10918,DOŠEK,506
10919,DOŠEL,35
10920,DOŠELOVÁ,43
10921,DOŠKÁŘ,149
10922,DOŠKÁŘOVÁ,165
10923,DOŠKO,11
10924,DOŠKOVÁ,491
10925,DOŠLA,45
10926,DOŠLÁ,63
10927,DOŠLÍK,47
10928,DOŠLÍKOVÁ,44
10929,DOŠLOVÁ,45
10930,DOŠLÝ,50
10931,DOTKO,38
10932,DOTKOVÁ,34
10933,DOTLAČIL,63
10934,DOTLAČILOVÁ,67
10935,DOTŘEL,13
10936,DOTŘELOVÁ,17
10937,DOTZAUER,41
10938,DOTZAUEROVÁ,38
10939,DOUBA,51
10940,DOUBAL,18
10941,DOUBALOVÁ,18
10942,DOUBEK,1609
10943,DOUBĚTA,13
10944,DOUBĚTOVÁ,12
10945,DOUBIC,38
10946,DOUBICOVÁ,36
10947,DOUBÍNEK,18
10948,DOUBÍNKOVÁ,26
10949,DOUBKOVÁ,1619
10950,DOUBNER,16
10951,DOUBNEROVÁ,22
10952,DOUBOVÁ,55
10953,DOUBRAVA,975
10954,DOUBRAVOVÁ,1025
10955,DOUBRAVSKÁ,332
10956,DOUBRAVSKÝ,300
10957,DOUCEK,61
10958,DOUCKOVÁ,60
10959,DOUDA,525
10960,DOUDĚRA,146
10961,DOUDĚROVÁ,137
10962,DOUDOVÁ,541
10963,DOUCHA,303
10964,DOUCHOVÁ,303
10965,DOUL,35
10966,DOULE,48
10967,DOULÍK,28
10968,DOULÍKOVÁ,29
10969,DOULOVÁ,74
10970,DOUPAL,77
10971,DOUPALOVÁ,92
10972,DOUPNÍK,38
10973,DOUPNÍKOVÁ,30
10974,DOUPOVCOVÁ,230
10975,DOUPOVEC,228
10976,DOUSEK,82
10977,DOUSKOVÁ,80
10978,DOUŠA,742
10979,DOUŠEK,152
10980,DOUŠKOVÁ,156
10981,DOUŠOVÁ,745
10982,DOUTNÁČ,46
10983,DOUTNÁČOVÁ,55
10984,DOVALA,19
10985,DOVALIL,17
10986,DOVALILOVÁ,17
10987,DOVALOVÁ,15
10988,DOVALOVSKÁ,10
10989,DOVEC,10
10990,DOVHUN,20
10991,DOVHUNOVÁ,17
10992,DOVINA,11
10993,DOVINOVÁ,14
10994,DOVÍN,14
10995,DOVÍNOVÁ,20
10996,DOVOL,21
10997,DOVOLE,17
10998,DOVOLIL,36
10999,DOVOLILOVÁ,40
11000,DOVOLOVÁ,22
11001,DOVRTĚL,147
11002,DOVRTĚLOVÁ,148
11003,DOXANSKÁ,37
11004,DOXANSKÝ,31
11005,DOZBABA,37
